,Antlered,Antlered,Antlered,Antlerless,,Antlerless,Antlerless
Unit,Harvest,Hunters,% Success,Harvest,,Hunters,% Success
1,0,0,0,,23,63,37
2,0,0,0,,66,126,52
201,0,0,0,,54,157,34
3,133,"1,402",9,202,,"1,824",11
301,59,813,7,,88,904,10
4,448,"2,631",17,562,,"1,545",36
441,189,851,22,242,,617,39
5,212,934,23,,55,229,24
6,111,734,15,205,,"1,312",16
7,127,741,17,,66,291,23
8,205,919,22,,58,337,17
,,,,,,,25

"2017 Elk Harvest, Hunters and Percent Success for All Rifle Seasons",,,,,,
,Antlered,Antlered,Antlered,Antlerless,Antlerless,Antlerless
Unit,Harvest,Hunters,% Success,Harvest,Hunters,% Success
9,32,64,50,39,112,35
10,0,0,0,275,520,53
11,302,"1,802",17,393,"1,988",20
211,299,"1,143",26,237,"1,030",23
12,510,"2,102",24,577,"2,525",23
13,251,895,28,255,822,31
131,55,327,17,120,493,24
231,85,681,12,134,543,25
14,160,932,17,103,465,22
214,63,452,14,177,568,31
15,114,"1,227",9,125,"1,346",9
16,50,337,15,127,613,21
161,89,544,16,149,935,16
17,99,605,16,134,776,17
171,49,407,12,87,670,13
18,144,"1,121",13,119,"1,862",6
181,29,356,8,60,495,12
19,74,574,13,52,308,17
191,20,305,7,35,296,12
20,117,169,69,238,569,42
21,175,"1,041",17,149,625,24
22,240,"1,365",18,196,817,24
23,286,"1,799",16,336,"1,985",17
24,338,"1,819",19,110,"1,262",9
25,107,913,12,27,226,12
26,83,758,11,38,192,20
27,29,452,6,86,623,14
28,123,"1,111",11,162,"1,454",11
29,10,27,37,51,155,33
30,46,512,9,38,448,8
31,106,598,18,134,758,18
32,66,348,19,65,272,24
33,220,"1,236",18,121,"1,176",10
34,52,636,8,19,246,8
35,41,576,7,54,274,20
36,73,662,11,29,269,11
361,12,174,7,14,88,16
37,62,602,10,104,730,14
371,17,275,6,39,420,9
38,45,447,10,12,196,6
39,32,160,20,36,113,32
391,14,38,37,78,152,51
40,1,0,0,98,197,50
41,74,788,9,153,870,18
411,30,333,9,42,318,13
42,223,"1,452",15,280,"1,469",19
421,205,"1,355",15,154,"1,207",13
43,99,979,10,109,717,15
44,42,524,8,21,90,23
444,81,530,15,68,324,21
45,34,468,7,9,113,8
46,9,71,13,7,98,7
461,0,45,0,0,28,0
47,64,275,23,35,157,22
471,9,42,21,19,64,30
48,45,151,30,56,126,44
,,,,,,26

"2017 Elk Harvest, Hunters and Percent Success for All Rifle Seasons",,,,,,
,Antlered,Antlered,Antlered,Antlerless,Antlerless,Antlerless
Unit,Harvest,Hunters,% Success,Harvest,Hunters,% Success
481,69,251,27,23,230,10
49,91,207,44,107,420,25
50,47,228,21,74,418,18
500,52,206,25,93,374,25
501,44,146,30,30,225,13
51,43,113,38,66,229,29
511,48,775,6,56,243,23
512,0,0,0,2,4,50
52,71,509,14,43,649,7
521,134,"1,379",10,187,870,21
53,118,803,15,83,419,20
54,236,"1,578",15,54,329,16
55,231,"1,847",13,152,798,19
551,99,928,11,88,479,18
56,25,168,15,22,188,12
561,24,92,26,16,81,20
57,47,173,27,37,349,11
58,49,159,31,55,318,17
581,71,765,9,36,277,13
59,41,277,15,13,115,11
591,31,106,29,8,32,25
60,32,213,15,14,64,22
61,147,294,50,293,639,46
62,274,"2,637",10,91,423,22
63,64,392,16,118,500,24
64,24,229,10,53,340,16
65,133,741,18,238,845,28
66,218,711,31,152,478,32
67,122,731,17,64,485,13
68,107,"1,172",9,35,560,6
681,50,659,8,42,325,13
682,30,77,39,23,40,58
69,17,89,19,60,346,17
691,4,38,11,0,35,0
70,185,"1,277",14,261,"1,366",19
71,109,"1,339",8,32,85,38
711,145,"1,118",13,69,214,32
72,12,259,5,19,107,18
73,20,424,5,20,60,33
74,102,879,12,24,110,22
741,25,146,17,33,73,45
75,71,752,9,39,209,19
751,90,615,15,44,202,22
76,153,262,58,124,532,23
77,187,"1,740",11,36,170,21
771,49,437,11,6,68,9
78,204,"1,470",14,24,117,21
79,32,312,10,28,311,9
791,22,51,43,13,24,54
80,234,"1,897",12,64,275,23
81,173,"1,869",9,50,233,21
82,71,580,12,180,565,32
83,89,701,13,138,276,50
84,60,159,38,100,493,20
85,156,"1,034",15,278,813,34
851,45,219,21,64,170,38
,,,,,,27

"2017 Elk Harvest, Hunters and Percent Success for All Rifle Seasons",,,,,,
,Antlered,Antlered,Antlered,Antlerless,Antlerless,Antlerless
Unit,Harvest,Hunters,% Success,Harvest,Hunters,% Success
86,63,647,10,115,656,18
861,25,182,14,58,168,35
104,15,34,44,42,123,34
105,0,0,0,0,5,0
123,0,0,0,2,4,50
128,4,42,10,25,174,14
133,8,27,30,3,14,21
134,0,21,0,2,5,40
140,20,90,22,28,64,44
141,16,33,48,14,24,58
142,31,126,25,3,21,14
144,0,0,0,0,2,0
Total,"12,328","83,065",15,"12,372","62,460",20
"2017 Elk Harvest, Hunters and Percent Success for First Rifle Seasons",,,,,,
,Antlered,Antlered,Antlered,Antlerless,Antlerless,Antlerless
Unit,Harvest,Hunters,% Success,Harvest,Hunters,% Success
1,0,0,0,1,5,20
2,0,0,0,12,20,60
201,0,0,0,13,30,43
3,41,196,21,41,98,42
301,21,62,34,27,32,84
4,134,501,27,220,361,61
441,73,172,42,32,83,39
5,81,254,32,10,51,20
6,0,0,0,60,484,12
7,45,177,25,0,10,0
8,35,110,32,0,0,0
9,8,16,50,0,0,0
10,0,0,0,32,54,59
11,115,688,17,31,258,12
211,105,158,66,23,34,68
12,244,712,34,232,695,33
13,42,160,26,34,72,47
131,32,76,42,10,72,14
231,52,269,19,72,242,30
14,30,137,22,16,118,14
214,0,41,0,0,21,0
15,0,0,0,35,141,25
16,0,0,0,20,128,16
161,0,0,0,18,282,6
17,0,0,0,26,159,16
171,0,0,0,21,217,10
18,0,0,0,20,355,6
181,0,0,0,0,61,0
19,24,94,26,0,0,0
191,5,39,13,0,0,0
20,15,19,79,0,0,0
21,89,284,31,14,38,37
22,82,213,38,0,40,0
23,126,490,26,47,355,13
24,234,788,30,41,343,12
25,21,203,10,0,59,0
,,,,,,28

"2017 Elk Harvest, Hunters and Percent Success for First Rifle Seasons",,,,,,
,Antlered,Antlered,Antlered,Antlerless,Antlerless,Antlerless
Unit,Harvest,Hunters,% Success,Harvest,Hunters,% Success
26,32,171,19,0,48,0
27,0,0,0,22,69,32
28,0,0,0,19,120,16
29,4,8,50,0,10,0
30,0,65,0,0,0,0
31,27,120,23,0,2,0
32,16,108,15,0,12,0
33,140,376,37,10,269,4
34,32,262,12,0,47,0
35,0,0,0,21,52,40
36,0,0,0,0,35,0
361,0,0,0,0,5,0
37,0,0,0,9,64,14
371,0,0,0,6,62,10
38,7,27,26,0,20,0
39,16,52,31,1,10,10
391,5,14,36,0,0,0
40,0,0,0,16,33,48
41,20,131,15,13,154,8
411,10,60,17,0,38,0
42,20,231,9,18,92,20
421,70,231,30,15,171,9
43,0,0,0,6,31,19
44,0,0,0,10,31,32
444,0,0,0,0,10,0
45,0,0,0,7,44,16
46,2,22,9,0,15,0
461,0,9,0,0,0,0
47,0,0,0,12,14,86
471,0,0,0,0,2,0
48,24,68,35,0,0,0
481,23,65,35,0,0,0
49,35,72,49,0,0,0
50,9,47,19,0,0,0
500,16,85,19,0,0,0
501,16,34,47,0,0,0
51,5,28,18,0,16,0
511,0,65,0,4,30,13
52,20,60,33,0,94,0
521,40,381,10,51,195,26
53,43,180,24,40,123,33
54,54,250,22,10,66,15
55,71,256,28,66,225,29
551,14,65,22,17,93,18
56,8,47,17,0,0,0
561,9,30,30,0,0,0
57,11,42,26,4,69,6
58,15,38,39,10,40,25
581,7,39,18,0,41,0
59,7,39,18,0,11,0
60,11,42,26,0,8,0
61,63,124,51,25,50,50
62,51,263,19,15,50,30
63,13,50,26,34,72,47
64,0,0,0,3,48,6
65,0,0,0,22,112,20
,,,,,,29

"2017 Elk Harvest, Hunters and Percent Success for First Rifle Seasons",,,,,,
,Antlered,Antlered,Antlered,Antlerless,Antlerless,Antlerless
Unit,Harvest,Hunters,% Success,Harvest,Hunters,% Success
66,97,269,36,19,101,19
67,71,265,27,4,73,5
68,48,225,21,0,0,0
681,17,138,12,0,0,0
69,10,30,33,0,0,0
76,112,177,63,0,0,0
77,0,0,0,0,3,0
79,20,137,15,8,41,20
80,72,321,22,0,0,0
81,59,288,20,0,0,0
82,0,0,0,1,17,6
84,21,43,49,0,0,0
851,3,5,60,0,0,0
104,9,16,56,0,0,0
Total,"3,159","12,030",26,"1,626","7,956",20
"2017 Elk Harvest, Hunters and Percent Success for Second Rifle Seasons",,,,,,
,Antlered,Antlered,Antlered,Antlerless,Antlerless,Antlerless
Unit,Harvest,Hunters,% Success,Harvest,Hunters,% Success
1,0,0,0,3,19,16
2,0,0,0,15,20,75
201,0,0,0,26,51,51
3,28,234,12,18,247,7
301,16,160,10,0,93,0
4,140,"1,017",14,111,327,34
441,25,341,7,28,149,19
5,81,481,17,20,72,28
6,83,378,22,35,469,7
7,58,293,20,12,75,16
8,106,460,23,8,118,7
9,7,24,29,0,0,0
10,0,0,0,26,63,41
11,73,318,23,59,265,22
211,83,364,23,30,220,14
12,150,703,21,142,811,18
13,78,271,29,48,159,30
131,9,139,6,26,110,24
231,29,263,11,28,160,18
14,69,507,14,19,135,14
214,40,259,15,61,234,26
15,61,584,10,29,528,5
16,20,214,9,11,183,6
161,61,273,22,32,293,11
17,56,304,18,29,201,14
171,28,214,13,18,204,9
18,52,539,10,12,423,3
181,17,188,9,10,132,8
19,39,241,16,0,73,0
191,12,89,13,5,60,8
20,19,19,100,0,25,0
21,57,361,16,39,222,18
22,84,491,17,29,169,17
23,71,585,12,65,592,11
,,,,,,30

"2017 Elk Harvest, Hunters and Percent Success for Second Rifle Seasons",,,,,,
,Antlered,Antlered,Antlered,Antlerless,Antlerless,Antlerless
Unit,Harvest,Hunters,% Success,Harvest,Hunters,% Success
24,69,660,10,22,439,5
25,38,382,10,8,57,14
26,16,279,6,4,29,14
27,25,275,9,28,241,12
28,88,621,14,22,271,8
29,0,4,0,5,21,24
30,16,138,12,17,129,13
31,23,160,14,26,157,17
32,33,153,22,15,78,19
33,40,417,10,62,517,12
34,16,240,7,10,101,10
35,4,296,1,3,77,4
36,47,364,13,8,110,7
361,8,92,9,0,8,0
37,25,282,9,17,126,13
371,8,143,6,5,102,5
38,17,201,8,0,25,0
39,11,48,23,6,28,21
391,0,2,0,0,0,0
40,0,0,0,22,31,71
41,32,266,12,45,236,19
411,12,140,9,11,95,12
42,109,639,17,133,568,23
421,86,580,15,75,513,15
43,49,545,9,28,265,11
44,33,239,14,3,24,13
444,57,325,18,25,106,24
45,21,264,8,0,25,0
46,4,26,15,3,32,9
461,0,11,0,0,0,0
47,42,148,28,9,64,14
471,9,25,36,9,37,24
48,17,63,27,25,56,45
481,31,109,28,6,91,7
49,43,101,43,46,153,30
50,20,71,28,0,127,0
500,20,80,25,43,169,25
501,7,49,14,11,78,14
51,19,35,54,4,56,7
511,30,299,10,11,52,21
52,40,271,15,17,248,7
521,67,642,10,78,379,21
53,64,403,16,19,94,20
54,82,645,13,14,111,13
55,66,787,8,21,213,10
551,32,389,8,20,169,12
56,6,46,13,5,50,10
561,10,27,37,7,29,24
57,18,42,43,7,64,11
58,18,37,49,7,48,15
581,25,292,9,3,67,4
59,34,93,37,5,22,23
591,0,8,0,0,0,0
60,17,82,21,2,4,50
61,51,108,47,74,155,48
62,170,"1,478",12,20,86,23
,,,,,,31

"2017 Elk Harvest, Hunters and Percent Success for Second Rifle Seasons",,,,,,
,Antlered,Antlered,Antlered,Antlerless,Antlerless,Antlerless
Unit,Harvest,Hunters,% Success,Harvest,Hunters,% Success
63,31,195,16,10,117,9
64,16,136,12,17,96,18
65,67,423,16,24,209,11
66,58,242,24,35,130,27
67,27,242,11,6,122,5
68,42,453,9,6,178,3
681,25,258,10,6,130,5
69,0,26,0,9,108,8
691,4,21,19,0,6,0
70,113,608,19,41,299,14
71,76,755,10,10,38,26
711,56,382,15,0,16,0
72,4,95,4,0,14,0
73,0,182,0,2,11,18
74,78,555,14,9,45,20
741,13,83,16,0,0,0
75,25,346,7,0,27,0
751,38,301,13,4,41,10
76,28,57,49,52,187,28
77,102,792,13,5,74,7
771,29,138,21,0,25,0
78,108,719,15,0,50,0
79,12,87,14,5,81,6
80,101,853,12,3,58,5
81,79,911,9,18,55,33
82,21,258,8,16,168,10
83,33,257,13,0,0,0
84,19,62,31,16,115,14
85,104,625,17,0,39,0
851,28,91,31,0,0,0
86,41,375,11,12,151,8
861,17,104,16,20,61,33
104,6,8,75,0,0,0
133,4,16,25,0,0,0
134,0,8,0,0,0,0
140,12,51,24,0,0,0
141,12,20,60,0,0,0
142,8,34,24,0,0,0
Total,"4,914","35,205",14,"2,386","16,586",14
"2017 Elk Harvest, Hunters and Percent Success for Third Rifle Seasons",,,,,,
,Antlered,Antlered,Antlered,Antlerless,Antlerless,Antlerless
Unit,Harvest,Hunters,% Success,Harvest,Hunters,% Success
1,0,0,0,7,9,78
2,0,0,0,14,31,45
201,0,0,0,10,30,33
3,47,591,8,17,559,3
301,11,373,3,4,279,1
4,123,853,14,45,246,18
441,58,253,23,14,66,21
5,47,195,24,12,22,55
6,28,356,8,48,203,24
7,22,219,10,25,93,27
,,,,,,32

"2017 Elk Harvest, Hunters and Percent Success for Third Rifle Seasons",,,,,,
,Antlered,Antlered,Antlered,Antlerless,Antlerless,Antlerless
Unit,Harvest,Hunters,% Success,Harvest,Hunters,% Success
8,57,256,22,14,83,17
9,7,14,50,0,0,0
10,0,0,0,31,59,53
11,51,517,10,81,510,16
211,73,490,15,66,305,22
12,75,480,16,84,544,15
13,95,353,27,24,169,14
131,12,88,14,7,62,11
231,4,104,4,15,55,27
14,53,227,23,15,64,23
214,17,113,15,33,93,35
15,53,643,8,29,439,7
16,30,123,24,50,148,34
161,28,271,10,51,223,23
17,43,301,14,31,209,15
171,21,193,11,15,142,11
18,88,582,15,21,537,4
181,12,168,7,27,148,18
19,6,160,4,12,60,20
191,0,92,0,6,43,14
20,10,19,53,3,19,16
21,29,302,10,83,286,29
22,71,586,12,28,205,14
23,77,603,13,109,512,21
24,23,291,8,16,280,6
25,47,300,16,10,37,27
26,32,232,14,11,35,31
27,4,177,2,6,152,4
28,35,490,7,27,482,6
29,3,7,43,8,27,30
30,17,199,9,0,111,0
31,47,249,19,29,154,19
32,8,74,11,22,64,34
33,36,345,10,30,262,11
34,4,104,4,2,65,3
35,37,280,13,2,43,5
36,26,298,9,3,62,5
361,4,82,5,3,23,13
37,37,320,12,0,187,0
371,9,132,7,7,130,5
38,18,193,9,1,16,6
39,2,45,4,0,22,0
391,5,9,56,0,0,0
40,0,0,0,12,28,43
41,22,253,9,16,183,9
411,8,124,6,10,66,15
42,85,502,17,79,615,13
421,37,450,8,5,183,3
43,50,434,12,30,207,14
44,9,285,3,0,8,0
444,24,205,12,6,75,8
45,13,204,6,0,25,0
46,3,18,17,0,21,0
461,0,13,0,0,4,0
47,22,127,17,0,29,0
471,0,17,0,4,11,36
,,,,,,33

"2017 Elk Harvest, Hunters and Percent Success for Third Rifle Seasons",,,,,,
,Antlered,Antlered,Antlered,Antlerless,Antlerless,Antlerless
Unit,Harvest,Hunters,% Success,Harvest,Hunters,% Success
48,3,12,25,13,25,52
481,13,66,20,6,59,10
49,8,22,36,24,136,18
50,7,59,12,33,147,22
500,11,30,37,29,136,21
501,17,46,37,4,73,5
51,9,31,29,3,18,17
511,13,340,4,3,33,9
52,8,141,6,10,172,6
521,27,312,9,43,188,23
53,11,202,5,21,89,24
54,57,559,10,4,61,7
55,94,804,12,54,264,20
551,53,474,11,33,175,19
56,5,50,10,0,55,0
561,5,25,20,4,30,13
57,10,50,20,5,68,7
58,3,37,8,0,67,0
581,22,342,6,5,32,16
59,0,86,0,0,13,0
591,31,98,32,0,0,0
60,4,89,4,0,7,0
61,21,41,51,95,172,55
62,53,896,6,11,91,12
63,20,132,15,19,67,28
64,8,93,9,7,106,7
65,66,318,21,26,184,14
66,38,147,26,50,150,33
67,21,150,14,24,144,17
68,17,425,4,13,214,6
681,8,217,4,12,105,11
69,3,16,19,4,76,5
691,0,17,0,0,5,0
70,72,669,11,23,228,10
71,33,584,6,22,47,47
711,89,736,12,37,72,51
72,8,164,5,3,14,21
73,20,242,8,0,4,0
74,24,278,9,2,23,9
741,12,63,19,0,0,0
75,42,360,12,14,72,19
751,48,279,17,11,55,20
76,13,28,46,25,167,15
77,75,909,8,21,44,48
771,20,285,7,0,21,0
78,88,722,12,10,32,31
79,0,88,0,0,66,0
80,56,697,8,0,70,0
81,29,649,4,7,65,11
82,50,322,16,33,174,19
83,56,444,13,0,0,0
84,6,31,19,5,41,12
85,52,409,13,3,40,8
851,11,118,9,0,5,0
86,22,272,8,0,99,0
861,8,78,10,5,35,14
,,,,,,34

"2017 Elk Harvest, Hunters and Percent Success for Third Rifle Seasons",,,,,,
,Antlered,Antlered,Antlered,Antlerless,Antlerless,Antlerless
Unit,Harvest,Hunters,% Success,Harvest,Hunters,% Success
104,0,6,0,0,0,0
133,4,8,50,0,0,0
134,0,13,0,0,0,0
140,8,39,21,0,0,0
141,4,13,31,0,0,0
142,18,71,25,0,0,0
Total,"3,449","30,888",11,"2,146","14,596",15
"2017 Elk Harvest, Hunters and Percent Success for Fourth Rifle Seasons",,,,,,
,Antlered,Antlered,Antlered,Antlerless,Antlerless,Antlerless
Unit,Harvest,Hunters,% Success,Harvest,Hunters,% Success
1,0,0,0,4,16,25
2,0,0,0,7,21,33
201,0,0,0,5,37,14
3,17,381,4,31,479,6
301,11,218,5,18,187,10
4,51,260,20,35,294,12
441,33,85,39,64,115,56
5,3,4,75,3,64,5
6,0,0,0,40,107,37
7,2,52,4,10,20,50
8,7,93,8,0,12,0
9,10,10,100,0,0,0
10,0,0,0,41,76,54
11,63,279,23,96,642,15
211,38,131,29,94,342,27
12,41,207,20,56,286,20
13,36,111,32,48,130,37
131,1,24,4,20,38,53
231,0,45,0,4,14,29
14,8,61,13,8,28,29
214,6,39,15,16,35,46
15,0,0,0,6,80,8
16,0,0,0,7,52,13
161,0,0,0,48,126,38
17,0,0,0,28,128,22
171,0,0,0,6,58,10
18,4,0,0,22,332,7
181,0,0,0,0,79,0
19,5,79,6,0,16,0
191,3,85,4,5,31,16
20,8,18,44,7,14,50
21,0,94,0,13,79,16
22,3,75,4,35,80,44
23,12,121,10,65,325,20
24,12,80,15,31,182,17
25,1,28,4,2,5,40
26,3,76,4,1,3,33
27,0,0,0,12,70,17
28,0,0,0,38,341,11
29,3,8,38,0,14,0
30,13,110,12,7,116,6
31,9,69,13,19,103,18
,,,,,,35

"2017 Elk Harvest, Hunters and Percent Success for Fourth Rifle Seasons",,,,,,
,Antlered,Antlered,Antlered,Antlerless,Antlerless,Antlerless
Unit,Harvest,Hunters,% Success,Harvest,Hunters,% Success
32,9,13,69,24,63,38
33,4,98,4,5,101,5
34,0,30,0,1,12,8
35,0,0,0,0,8,0
37,0,0,0,24,190,13
371,0,0,0,9,77,12
38,3,26,12,2,8,25
39,3,15,20,0,3,0
391,4,13,31,0,0,0
40,0,0,0,8,28,29
41,0,138,0,10,101,10
411,0,9,0,9,25,36
42,9,80,11,35,165,21
421,12,94,13,8,46,17
43,0,0,0,31,92,34
44,0,0,0,0,2,0
444,0,0,0,2,9,22
46,0,5,0,0,4,0
461,0,12,0,0,0,0
47,0,0,0,0,8,0
471,0,0,0,0,3,0
48,0,8,0,17,42,40
481,2,11,18,0,19,0
49,5,12,42,36,129,28
50,11,51,22,23,70,33
500,5,11,45,7,18,39
501,4,17,24,0,19,0
51,9,19,47,0,7,0
511,5,71,7,0,12,0
52,3,37,8,3,29,10
521,0,44,0,11,88,13
53,0,18,0,3,44,7
54,42,123,34,7,44,16
55,0,0,0,11,96,11
551,0,0,0,18,42,43
56,6,25,24,10,24,42
561,0,10,0,5,17,29
57,8,39,21,5,53,9
58,13,47,28,4,53,8
581,17,92,18,0,13,0
59,0,59,0,0,0,0
60,0,0,0,0,9,0
61,12,21,57,78,204,38
62,0,0,0,0,8,0
63,0,15,0,7,46,15
64,0,0,0,6,30,20
65,0,0,0,21,54,39
66,25,53,47,48,97,49
67,3,74,4,30,146,21
68,0,69,0,0,87,0
681,0,46,0,7,46,15
69,4,17,24,0,21,0
70,0,0,0,17,188,9
711,0,0,0,22,71,31
72,0,0,0,0,6,0
74,0,46,0,7,7,100
,,,,,,36

"2017 Elk Harvest, Hunters and Percent Success for Fourth Rifle Seasons",,,,,,,
,Antlered,Antlered,Antlered,Antlerless,,Antlerless,Antlerless
Unit,Harvest,Hunters,% Success,Harvest,,Hunters,% Success
75,4,46,9,,5,20,25
751,4,35,11,,3,29,10
76,0,0,0,,47,178,26
77,9,39,23,,10,36,28
771,0,14,0,,0,8,0
78,8,29,28,,2,14,14
79,0,0,0,,0,88,0
80,5,26,19,,8,54,15
81,6,21,29,,0,53,0
82,0,0,0,,7,32,22
84,14,23,61,,8,21,38
85,0,0,0,,10,39,26
851,3,5,60,,0,0,0
86,0,0,0,,0,15,0
861,0,0,0,,0,2,0
104,0,4,0,,0,0,0
133,0,3,0,,0,0,0
140,0,0,0,,0,1,0
142,5,21,24,,0,0,0
Total,679,"4,677",15,"1,623",,"8,551",19
"2017 Elk Harvest, Hunters and Recreation Days for All Archery Seasons",,,,,,,
,,,,Total,Total,Percent,Total
Unit,Bulls,Cows,Calves,Harvest,Hunters,Success,Rec. Days
1,2,0,0,2,2,100,34
2,6,0,0,6,10,60,112
201,7,0,0,7,9,78,131
3,8,0,0,8,79,10,448
301,0,4,0,4,23,17,110
4,39,7,0,46,323,14,"2,381"
441,16,34,0,50,247,20,"1,671"
5,8,8,8,24,155,15,"1,020"
6,8,28,4,40,791,5,"5,308"
7,36,0,0,36,447,8,"3,764"
8,32,0,0,32,486,7,"3,941"
9,0,0,0,0,12,0,120
10,9,0,0,9,15,60,180
11,31,4,0,35,210,17,"1,100"
211,61,44,0,105,337,31,"2,010"
12,99,19,20,138,566,24,"3,626"
13,42,20,0,62,252,25,"1,503"
131,31,20,0,51,315,16,"1,689"
231,50,24,8,82,644,13,"4,173"
14,97,38,4,139,"1,254",11,"8,361"
214,42,17,0,59,446,13,"2,757"
15,82,36,4,122,"1,215",10,"8,693"
16,46,23,0,69,680,10,"4,184"
161,58,11,4,73,827,9,"5,664"
17,31,4,8,43,505,9,"3,335"
171,24,4,4,32,554,6,"3,429"
18,15,39,0,54,"1,204",4,"7,565"
181,23,5,0,28,225,12,"1,423"
19,4,0,0,4,146,3,"1,167"
,,,,,,,37

"2017 Elk Harvest, Hunters and Recreation Days for All Archery Seasons",,,,,,,
,,,,Total,Total,Percent,Total
Unit,Bulls,Cows,Calves,Harvest,Hunters,Success,Rec. Days
191,12,0,0,12,60,20,396
20,35,2,0,37,114,32,973
21,54,8,0,62,468,13,"3,233"
22,43,25,4,72,428,17,"3,086"
23,80,14,0,94,527,18,"3,143"
24,43,15,0,58,449,13,"3,257"
25,31,7,4,42,384,11,"2,394"
26,11,16,0,27,402,7,"2,393"
27,12,15,0,27,413,7,"2,371"
28,94,28,0,122,"1,306",9,"9,632"
29,5,2,0,7,25,28,186
30,19,4,0,23,179,13,"1,092"
31,35,17,0,52,303,17,"1,888"
32,34,12,4,50,264,19,"1,585"
33,81,16,0,97,602,16,"4,982"
34,12,11,0,23,324,7,"2,051"
35,8,12,0,20,310,6,"1,784"
36,32,12,0,44,531,8,"3,487"
361,0,8,0,8,77,10,487
37,32,16,8,56,910,6,"5,662"
371,23,8,0,31,466,7,"2,569"
38,40,0,4,44,435,10,"3,067"
39,15,0,0,15,74,20,604
391,17,0,0,17,36,47,254
40,32,0,0,32,60,53,564
41,8,8,4,20,339,6,"2,172"
411,4,16,0,20,183,11,"1,076"
42,50,51,0,101,956,11,"6,619"
421,73,51,0,124,"1,006",12,"6,857"
43,43,4,0,47,868,5,"5,946"
44,12,8,0,20,422,5,"2,879"
444,24,8,0,32,441,7,"3,090"
45,16,0,0,16,546,3,"3,964"
46,3,0,0,3,47,6,427
461,2,0,0,2,36,6,345
47,12,8,4,24,257,9,"1,637"
471,0,15,0,15,147,10,826
48,8,0,3,11,99,11,973
481,12,0,0,12,91,13,846
49,30,20,0,50,152,33,"1,597"
50,8,0,4,12,102,12,876
500,16,0,0,16,134,12,"1,295"
501,14,2,3,19,82,23,981
51,17,0,0,17,89,19,679
511,24,16,0,40,573,7,"4,523"
52,23,11,0,34,418,8,"2,620"
521,93,47,8,148,"1,067",14,"7,790"
53,70,24,0,94,771,12,"5,222"
54,24,0,0,24,257,9,"1,900"
55,64,19,0,83,607,14,"4,554"
551,32,4,0,36,197,18,"1,704"
56,7,2,0,9,72,13,668
561,7,2,0,9,66,14,578
57,12,2,0,14,89,16,"1,097"
58,17,5,0,22,86,26,771
581,16,0,0,16,320,5,"1,825"
,,,,,,,38

"2017 Elk Harvest, Hunters and Recreation Days for All Archery Seasons",,,,,,,
,,,,Total,Total,Percent,Total
Unit,Bulls,Cows,Calves,Harvest,Hunters,Success,Rec. Days
59,8,4,0,12,181,7,"1,214"
591,4,0,0,4,90,4,305
60,0,0,0,0,47,0,211
61,30,0,0,30,84,36,"1,041"
62,166,46,0,212,"1,509",14,"12,195"
63,24,31,0,55,319,17,"2,482"
64,27,0,0,27,135,20,837
65,66,23,0,89,692,13,"5,019"
66,34,3,4,41,155,26,"1,277"
67,17,0,0,17,59,29,539
68,35,0,0,35,362,10,"2,703"
681,20,4,0,24,323,7,"2,398"
682,0,0,0,0,12,0,49
69,6,0,0,6,62,10,412
691,0,0,0,0,27,0,205
70,73,46,0,119,701,17,"4,589"
71,88,49,0,137,"1,250",11,"8,898"
711,11,4,4,19,292,7,"2,297"
72,0,4,0,4,105,4,841
73,23,15,0,38,261,15,"2,130"
74,62,24,0,86,852,10,"5,775"
741,8,4,0,12,101,12,893
75,35,8,0,43,512,8,"3,447"
751,16,12,0,28,313,9,"2,175"
76,64,2,0,66,154,43,"1,509"
77,53,8,4,65,715,9,"5,256"
771,8,4,0,12,112,11,637
78,114,27,4,145,"1,102",13,"7,551"
79,0,0,0,0,174,0,"1,173"
791,0,0,0,0,9,0,50
80,93,39,0,132,978,13,"8,102"
81,145,50,4,199,"1,412",14,"9,591"
82,51,4,4,59,548,11,"3,490"
83,28,0,4,32,193,17,"1,264"
84,20,0,0,20,118,17,"1,192"
85,70,31,0,101,839,12,"6,136"
851,7,4,0,11,97,11,842
86,39,15,0,54,604,9,"4,126"
861,8,0,0,8,194,4,"1,212"
87,0,0,0,0,8,0,77
88,0,0,0,0,4,0,38
89,0,0,0,0,12,0,34
951,0,0,0,0,4,0,19
100,0,0,0,0,4,0,40
101,0,0,0,0,4,0,12
104,0,0,0,0,13,0,73
105,0,0,0,0,4,0,40
106,0,0,0,0,4,0,20
110,0,0,0,0,4,0,16
111,0,0,0,0,4,0,4
117,0,0,0,0,4,0,20
118,0,0,0,0,16,0,117
123,4,0,0,4,8,50,62
126,0,0,0,0,8,0,23
127,0,0,0,0,4,0,16
128,0,0,0,0,23,0,106
,,,,,,,39

"2017 Elk Harvest, Hunters and Recreation Days for All Archery Seasons",,,,,,,
,,,,Total,Total,Percent,Total
Unit,Bulls,Cows,Calves,Harvest,Hunters,Success,Rec. Days
129,0,0,0,0,4,0,15
132,0,0,0,0,4,0,16
133,0,0,0,0,30,0,109
134,0,0,0,0,8,0,57
135,0,0,0,0,8,0,83
136,0,0,0,0,4,0,20
140,26,9,0,35,174,20,"1,104"
141,4,0,0,4,16,25,66
142,0,0,0,0,12,0,103
Total,"3,935","1,430",142,"5,507","47,727",12,"333,729"
